,duration_f0,form,intent,label,mean_f0,mean_intensity,ppt_id,range_f0,sd_f0,sd_intensity,slope_f0,speaker,stimNum,topic
0,95,conventional,question,question,246.82492331370787,55.12033900578108,17,137.36761677275254,37.53710381343514,9.665211633670664,0.5675177520735196,17,8,piano
1,85,conventional,question,question,152.72219828128362,56.3274677756785,4,113.38990403129017,22.90897037669988,10.025252789663117,0.17603596043300584,4,8,piano
2,44,conventional,question,question,224.18064414576773,46.95624959996058,17,188.714565944169,50.900825213179644,9.683905888477627,-2.606030708993032,17,3,box
3,83,non-conventional,statement,statement,104.42875726185002,45.407365493330076,9,53.785523049228075,15.1340817941099,9.827504226400404,0.047953985997647774,9,9,soup
4,141,non-conventional,statement,statement,134.28102818565816,42.02012771778143,22,164.73965127173045,40.946825750260416,6.263828113980594,-0.28858984164747054,22,6,office
5,139,conventional,question,question,196.7881032268271,57.65771968601597,2,150.43203465398932,27.914856137347247,9.584567588734481,0.17400805824788082,2,10,spanish
6,88,conventional,request,request,252.94147046288163,55.32594086244998,3,138.5863909492572,42.46521212092036,10.548938509009476,1.4164262614809382,3,4,door
7,59,non-conventional,statement,statement,238.36211326472738,49.753553908359414,17,499.154772167061,87.09809412677949,8.292856355187505,-2.1317753480297283,17,9,soup
8,76,conventional,question,question,105.07540422013135,52.451654210007945,9,516.2158427270084,58.017321994201836,10.296079612556188,0.004415251263743304,9,8,piano
9,57,non-conventional,statement,statement,145.6222670983909,53.46747659509292,4,69.74709453259992,17.036561639787006,11.207626408115875,-0.27182171388543996,4,9,soup
10,90,conventional,question,question,181.01179320657639,50.69596562018519,1,83.60510589412809,21.52968723450464,12.730892346144884,-0.5129927667336943,1,4,door
11,99,conventional,question,question,228.72954809121137,49.43041931062586,3,217.03680203187866,62.5949303436138,11.009493305349785,-0.008775389302038071,3,3,box
12,82,non-conventional,statement,statement,102.23368439142794,42.94332233036973,24,35.56923458336588,7.886307461094516,7.761030391936826,-0.08289013867211821,24,7,phone
13,76,conventional,request,request,123.79550669328673,58.39109186852065,21,58.34510585130502,13.763897064467248,13.4497851362762,0.184678056700342,21,3,box
14,80,non-conventional,statement,statement,204.65948143305295,51.586744090087905,17,202.01827977961736,53.55372632291599,9.123343063853127,-1.81802842036221,17,1,car
15,125,conventional,question,question,103.01110870470353,43.735173602145025,24,45.038773775518806,12.491111918746828,7.414191218367005,-0.12151877215563428,24,11,window
16,83,conventional,request,request,251.6464471151787,53.438090836789016,17,345.04005282358224,56.07661735631664,9.53629310924766,-0.6591332222955757,17,4,door
17,62,conventional,question,question,102.35521090985672,55.527189865942965,18,50.70566767604342,15.730748420597187,10.421737053128508,-0.18722686220244517,18,4,door
18,139,non-conventional,request,request,174.63225159310653,60.7888180655583,2,75.30846627082263,19.379728224778265,7.521292286338586,-0.35622254623931693,2,2,back
19,131,conventional,question,question,114.35665131769457,45.456861982407396,7,66.68447576816452,11.6140398698726,7.074342958264541,0.0009581822688645415,7,10,spanish
20,103,conventional,question,question,201.38475321779234,54.02672624790405,2,66.95273816177865,16.40413009839557,8.998153573454504,0.4588606003310147,2,12,temperature
21,103,conventional,request,request,256.93130062159213,64.39528181204976,13,168.71770910383106,43.28661488521697,12.423469982270257,-0.9912497821861749,13,11,window
22,61,non-conventional,request,request,102.24257143427651,49.629339630309005,10,39.875395199308855,8.554976558419096,10.039600902077805,-0.21741168036339067,10,5,laptop
23,76,conventional,request,request,149.74191821085893,47.75435426873144,19,98.54834079105228,19.5072135429327,10.837371875940065,0.11258049930623937,19,12,temperature
24,181,non-conventional,request,request,208.6796453131261,51.07679949381469,3,422.64948401048434,62.67816394232847,10.467269585501592,0.11640888817401676,3,5,laptop
25,113,non-conventional,request,request,217.17568903245282,56.555435767416554,13,130.9896863176723,20.963336913069384,12.660073931142163,-0.4142810236379525,13,6,office
26,161,conventional,question,question,143.37449393545353,43.667218989157135,25,124.00490957038598,32.72106595944456,7.7934620623788415,0.27725357253253596,25,11,window
27,69,non-conventional,request,request,118.28294784352556,50.65464327446269,9,520.6431951150068,101.63733059783019,11.495026892942343,-0.18913368386828888,9,9,soup
28,78,conventional,request,request,173.98019869682716,57.88115215124243,4,423.9181913244678,86.75717785627691,9.561623062113425,0.40092308012628297,4,8,piano
29,115,non-conventional,statement,statement,108.70404251589191,43.13207876870044,25,45.34117788912809,10.633433901744585,6.034175889800658,-0.04000689642549983,25,7,phone
30,117,non-conventional,request,request,127.85920232569512,45.553346315225376,16,152.9621067465426,45.44980153541486,5.987579501245297,-0.7041012436870283,16,2,back
31,114,non-conventional,statement,statement,149.89018513282025,46.85469152932304,5,140.1455382177403,30.22908178301468,7.999665621866102,-0.4555328237149861,5,5,laptop
32,112,conventional,question,question,122.39782180314803,41.91808375610186,8,40.58186222884646,8.151450990664637,7.427861838806564,-0.07470383420467315,8,3,box
33,98,non-conventional,statement,statement,108.82706349299497,50.82720520609719,10,515.8583401630254,71.2045470954903,10.040362742202676,-0.44947396112582355,10,6,office
34,91,non-conventional,statement,statement,91.99128051605692,50.42464491247493,9,54.31224890944365,10.450839514697048,10.827267200976362,-0.23492270423393544,9,2,back
35,90,non-conventional,statement,statement,136.63692477914404,59.16967837797349,4,113.61593428985097,17.80057926026658,7.817195862330484,-0.25410599825054303,4,2,back
36,101,non-conventional,statement,statement,194.34739320098362,51.35044731074385,17,199.93764391458149,50.383520219035944,8.14186438377362,-1.2271607681563819,17,2,back
37,121,conventional,request,request,128.8278204979907,42.56775041233008,22,152.36350465428245,39.23475623631109,7.168857553527975,-0.18913283224091668,22,4,door
38,64,conventional,request,request,99.39997950828673,54.723776610217,18,36.66007501033141,10.280912213806417,11.283796120402311,0.12694720950800556,18,8,piano
39,143,conventional,question,question,120.47216472880773,44.223973872424644,8,33.54580573984934,5.913008979729625,5.666934037059047,-0.057853214926074946,8,10,spanish
40,160,conventional,question,question,113.94975258949748,39.972955232637986,22,141.4706571508696,19.161297593713634,7.100230244842727,-0.05344197548434139,22,3,box
41,125,non-conventional,statement,statement,151.68138346230137,47.57193915113061,12,427.3867650811106,72.60163800809968,7.321942503649764,-0.35961034736174025,12,1,car
42,98,conventional,question,question,152.92065338791554,56.11805678681006,4,80.18296824276128,19.44767973962392,9.54409904275364,0.0954297786961109,4,4,door
43,110,non-conventional,request,request,182.737803257246,51.93402743763071,20,86.01884823879354,22.039615245564598,10.29268450594306,-0.5954959861707448,20,5,laptop
44,124,non-conventional,request,request,121.68145058361978,41.658842931759125,22,144.44639897577406,37.326796238853625,6.60374817486405,-0.3939494301400804,22,7,phone
45,112,conventional,request,request,121.10637475562778,43.15440339190142,8,39.529495203377664,7.172554293332731,5.95176816399829,-0.06772795431545287,8,4,door
46,73,non-conventional,request,request,156.54763713101144,55.02234021131498,2,134.2288450659737,40.79057100872164,8.777122339215033,-1.6098364273657688,2,9,soup
47,85,conventional,request,request,209.95587893308675,56.23095983434542,6,93.10433741167628,21.50480442562056,11.518958602399447,0.23426008422623734,6,12,temperature
48,94,conventional,question,question,115.60343137653435,48.517599678910486,7,37.54230585140989,7.7776844143798955,7.728993790202842,-0.15283814997139702,7,12,temperature
49,74,non-conventional,request,request,134.52728127376605,44.055486391239675,16,392.5899514672845,72.70100806030666,6.530862239438482,-1.1678393588063458,16,9,soup
50,88,conventional,request,request,211.9007541621488,50.44766651325439,3,171.2070431921535,50.823184740891755,10.748943902188905,-1.2228632013165939,3,3,box
51,70,conventional,request,request,244.07247091995018,53.75431604561236,13,189.65681448536276,37.191890445894465,12.120018363212939,-0.6977375960473462,13,3,box
52,88,non-conventional,request,request,90.41868022248833,51.96147659429157,9,39.402663987173185,11.140532060259908,9.514537674511661,-0.27667752464843004,9,2,back
53,99,conventional,request,request,157.85829323527912,48.84032013579772,12,80.65057321991469,24.51831598920393,9.45471658528242,-0.14857470455953464,12,12,temperature
54,108,non-conventional,request,request,171.027178804596,50.18786343669424,5,162.53430316711322,36.42476098207806,8.101115996587078,-0.49442947825713324,5,1,car
55,104,non-conventional,request,request,168.8842393988312,46.95165048687682,16,434.9290821032033,117.99233145931838,5.812398671788602,-2.8054807414749527,16,7,phone
56,103,conventional,request,request,136.16067311875983,54.51687335938849,1,125.04383422732849,47.314232292159076,10.689554121405527,-0.10561438991537689,1,8,piano
57,91,non-conventional,statement,statement,119.86655388112388,58.96359951693946,21,60.03950797435773,12.30161785184613,12.617343789801343,-0.17244633183902644,21,7,phone
58,104,conventional,request,request,196.04611943240903,54.303765194280246,2,172.79077764480508,35.41422754847064,9.271331436958643,-0.39005617616461813,2,12,temperature
59,92,conventional,question,question,147.2473257829193,60.271331483700614,21,115.55698156734988,31.059432059747596,12.481802689650754,0.7270263992150356,21,11,window
60,117,non-conventional,request,request,164.23698128178856,51.60555043276529,2,115.58192607354333,24.731999855301442,7.967877183487846,-0.4921929282913486,2,1,car
61,101,non-conventional,request,request,147.16074560344052,49.93568912516228,12,77.48171870015018,21.394421160315957,7.740069077504013,-0.27355743187172266,12,1,car
62,128,non-conventional,request,request,123.88992356724174,48.166568916798305,19,89.51747123597225,12.564527860161895,6.5865860541764425,0.016691930936537973,19,2,back
63,67,conventional,request,request,223.03483940100006,58.69283745278243,14,218.7041141197928,60.26654153546008,12.47560464193137,-1.4514581454690738,14,3,box
64,69,conventional,request,request,140.8450595453074,47.307902680728866,4,67.20602459386983,12.344319804998705,12.521073295149034,-0.36979051549990144,4,3,box
65,51,non-conventional,request,request,194.6954564184065,54.64942530038171,6,169.02850847533665,49.83796645361461,11.663293020560426,-2.2812801942086485,6,9,soup
66,87,non-conventional,statement,statement,104.51198039564176,41.33012249941611,24,39.51663965732982,10.208291244237447,6.557280135877987,0.004908080929118826,24,9,soup
67,58,conventional,request,request,189.3215536792556,47.07439253284215,16,196.6452557798084,72.70985040275222,6.831582730008992,-3.2595500779553674,16,12,temperature
68,98,conventional,question,question,237.60142961320346,51.8607589169758,17,94.86385062561791,19.524527468564656,9.335291784983283,-0.13395671938899717,17,10,spanish
69,126,non-conventional,request,request,141.215591948882,43.46711932539708,12,124.45452094830583,28.550706489478365,9.039806133746058,-0.22236956182331039,12,9,soup
70,126,conventional,question,question,104.85787952894343,42.886647741307534,24,55.12687556938229,8.610736531640647,6.72269241675325,-0.01539517910804248,24,8,piano
71,127,non-conventional,statement,statement,104.050348959724,39.373325240853305,16,41.99171998894046,9.87365377315112,5.374671892316705,-0.008514821132897086,16,1,car
72,99,conventional,question,question,143.94056533262238,43.39240539631531,19,113.37089980655321,31.81992771853074,10.088949980052202,-0.22147310511410706,19,4,door
73,67,conventional,request,request,108.87689068712183,55.170890541557114,18,507.71759696078885,81.47476833078,8.444112139118053,0.02732831220214683,18,4,door
74,103,conventional,question,question,235.92083740740156,57.517469703989974,3,161.06867592718004,25.947106905398066,8.675996016364198,-0.10089716444157931,3,12,temperature
75,72,non-conventional,statement,statement,186.7452980902334,54.83153210518626,14,144.22915381362566,34.62559670563222,8.564181859250146,-1.1934259474377564,14,2,back
76,134,non-conventional,statement,statement,111.54538537461585,45.84880627888981,7,42.17094042776007,9.397722051442388,6.875688287839223,-0.08822149697680005,7,2,back
77,60,non-conventional,statement,statement,101.09980058068989,50.14031920269922,10,24.925333754622955,5.626054423682131,10.772496944005473,-0.10501888435623008,10,5,laptop
78,120,conventional,question,question,223.23498162322875,58.19599012976137,20,357.4937081620351,49.74648739363756,10.666937033765295,0.016018151068692893,20,11,window
79,114,non-conventional,statement,statement,116.39255395977888,49.183872496133155,19,77.53644055033712,12.599750999291892,6.804855262311096,-0.02458692658594166,19,2,back
80,100,non-conventional,statement,statement,176.19639332554033,50.94707329350282,20,104.6094912485713,19.662264141903748,9.064843249373231,-0.40807205329448515,20,7,phone
81,144,non-conventional,request,request,177.62642955972717,52.78109863365316,20,154.65879155633883,26.27166657614364,8.996631996590338,-0.4283762317960671,20,6,office
82,121,non-conventional,request,request,160.6973425398057,50.13218729670625,12,194.26343717765513,38.72952860406549,8.770624043106658,0.21915336834362703,12,7,phone
83,101,conventional,request,request,207.06191208505874,58.104278612252706,20,447.189078418623,77.96079295192254,11.540431312593288,-0.9564396808527447,20,11,window
84,88,conventional,request,request,185.9485556974374,52.65196605044372,5,168.67087899618352,46.024593277560335,8.443270199110609,-1.3279643424911933,5,8,piano
85,51,conventional,question,question,107.450771095469,52.577490439657595,18,58.58318086049894,17.146352927209644,11.288336759462156,-0.03885825460041202,18,3,box
86,121,non-conventional,statement,statement,117.79958413157088,37.91888261792998,22,110.4096484613025,19.742552483976198,4.198757018341737,0.003391239674705771,22,1,car
87,82,non-conventional,request,request,223.46092700589114,62.411964937031605,13,185.6603819078631,37.172755506547006,10.977021136328485,-0.9697350701166546,13,5,laptop
88,133,conventional,request,request,199.2937335086814,60.39929757441007,3,153.0339195077005,33.33443827414371,5.9352614638170955,-0.4356765725909662,3,11,window
89,147,non-conventional,request,request,236.9002124547399,50.02916623461938,3,139.40477079587723,25.39523992600336,11.85354787530741,-0.056335721864093635,3,6,office
90,88,non-conventional,request,request,201.07108894804233,57.14021225018378,6,131.4878809809082,27.44848688456923,10.843522899787462,-0.5336366685703782,6,2,back
91,71,non-conventional,request,request,138.93408042917022,48.54145799621928,19,112.9885033291734,23.790404945695354,8.775097303826303,0.3352216475926344,19,9,soup
92,104,conventional,request,request,131.44926072552192,48.58192088269067,19,93.23860308771268,16.08822019491864,10.33899785463428,0.007818188900825874,19,8,piano
93,122,non-conventional,statement,statement,99.92751852611183,42.7172817590827,24,56.306767710317004,11.781290742402042,6.891054053191256,-0.03361296853210079,24,2,back
94,86,non-conventional,statement,statement,210.12714132123895,57.01645071922369,13,427.34275813564386,70.67255797743775,9.918473166062844,-0.9648325887095774,13,1,car
95,110,conventional,question,question,124.89646161513822,44.76251097234594,25,59.83820637150663,14.787819786851566,6.355724607108608,0.368098139818641,25,10,spanish
96,86,conventional,request,request,108.30657649983374,53.51456695754204,9,487.8214424322392,52.237148670681364,10.539738915274402,-0.021131134522056994,9,12,temperature
97,132,non-conventional,statement,statement,181.48628443847608,52.92539093769538,5,134.3274634772014,28.936475710164416,7.531397426196901,-0.33179220311218477,5,6,office
98,102,conventional,question,question,173.05582174310504,45.40046032978286,5,125.02412420028512,37.25758165778398,8.572840791573945,-0.9055355065624553,5,4,door
99,135,non-conventional,request,request,142.8273906477827,48.27627983123206,12,73.59290726865785,20.651433539350275,8.28147561601243,-0.19735594105484414,12,2,back
100,95,conventional,request,request,134.86431362004151,48.94679332296128,7,88.9555838251789,24.367948562476222,8.062000350766077,-0.23607754351558494,7,4,door
101,66,non-conventional,statement,statement,112.00337170300922,47.41108119851487,7,47.2792150834688,9.187333141635934,6.513659234510715,-0.009954992660125154,7,9,soup
102,118,conventional,question,question,131.91522098773297,46.0436332832695,19,114.23820191942673,29.938782750406922,8.661643437158062,-0.3075878762367564,19,8,piano
103,140,non-conventional,statement,statement,127.55547978850277,39.16594807837338,22,158.01492518696165,36.008773261277504,6.083992704623568,-0.35452887638372677,22,5,laptop
104,44,non-conventional,statement,statement,224.32507392105373,54.474154696310706,14,439.4122877956,83.41122848623033,10.944390247861858,-0.04179077601424166,14,9,soup
105,65,conventional,question,question,116.08812841219492,54.04458746622856,18,71.30066022067888,23.059273773643625,12.786815607274482,-0.10790646870287467,18,10,spanish
106,74,conventional,question,question,286.9443012635583,52.65044028836545,13,187.2360784616403,58.99211708282734,13.670634367368676,-1.8113901639844272,13,3,box
107,109,non-conventional,request,request,201.29298775070606,54.233424193172475,20,367.5441891844647,75.48900334149316,10.081810772968408,-0.8506122413662258,20,1,car
108,107,conventional,question,question,115.76268456492669,48.35872948943005,7,46.70704942553175,12.403789483825017,7.740205090376486,-0.12670425489409878,7,8,piano
109,125,conventional,question,question,202.07873916777314,63.476888764721565,14,173.95578483016456,35.20758039679389,10.358339123196481,-0.1659204541246725,14,8,piano
110,81,non-conventional,statement,statement,129.69222523420044,49.30696288623102,19,80.01028420306977,18.460125714075428,9.136072490924377,-0.15600537949722448,19,9,soup
111,100,conventional,question,question,206.5503895930364,58.158036767130746,6,454.260851022054,68.37127804609288,9.675781678439352,-1.0202652928800324,6,12,temperature
112,218,conventional,question,question,107.53829437346896,42.97896632981798,22,34.95154385236452,7.962479969055283,6.663824108505829,0.050038492211446954,22,11,window
113,75,conventional,request,request,253.94222667284552,59.03303106332069,13,229.46305594231836,62.77274586672924,14.141533601734743,-2.3389033754626958,13,4,door
114,135,non-conventional,statement,statement,119.3692922809188,41.83465306929703,22,126.25087349390199,32.96474647195071,6.545477337750512,-0.3194888032470099,22,7,phone
115,99,conventional,question,question,225.67220580630288,53.35863365108475,20,394.17050852857665,57.35957235784231,12.285557642010536,-0.35470489178445835,20,10,spanish
116,128,conventional,question,question,116.95474022101135,43.23487793470327,7,47.56651573342313,9.187724053489768,7.270300287806751,-0.0840727914997743,7,3,box
117,118,non-conventional,request,request,161.4960427383197,50.67403918097066,17,159.97688676291625,53.067005624181334,8.35351504980789,-0.8264582065250834,17,7,phone
118,126,non-conventional,request,request,121.92936620890951,45.61241007074141,8,22.698617063697952,4.969492768620024,4.559978831694013,-0.01023766393246332,8,7,phone
119,140,non-conventional,statement,statement,114.03789063354128,40.42859119040952,22,128.92219052633368,24.363697042226942,5.358426259108889,-0.11362796607800107,22,2,back
120,93,conventional,question,question,106.7950164586544,53.30884401405778,9,35.408717615325216,7.817286872423382,10.96155177671797,0.2266834715710981,9,10,spanish
121,111,non-conventional,request,request,177.14287637036958,50.56613829193976,17,214.7570993526242,53.975286426088246,7.55546251479754,-0.9397572522990911,17,2,back
122,92,non-conventional,request,request,127.45711008724977,42.90100027242863,8,96.61438367552043,16.99393106250113,4.9184537108978,0.0689748728090145,8,9,soup
123,74,conventional,request,request,134.13822184669272,54.96831991069,18,511.3331053072148,105.17729231039533,9.56507120165052,0.04507251911684111,18,12,temperature
124,82,conventional,request,request,137.053422095636,58.61999451945271,21,48.99921828857255,12.245549925001146,11.964120407897273,0.25070814451240797,21,10,spanish
125,139,non-conventional,request,request,163.7253819145267,50.35552556126218,5,147.8607444728242,27.909396458329415,6.153911155413887,-0.2979913747038491,5,6,office
126,120,conventional,question,question,141.38529358085495,47.80296536704776,19,111.98311479382224,29.68395912919282,9.66448490649932,-0.06909908650314246,19,12,temperature
127,140,non-conventional,request,request,148.67903108150028,48.24240688642765,16,193.2534961103548,59.87742461460041,5.9351853245227915,-0.7668651114444215,16,6,office
128,138,non-conventional,request,request,110.94172892274172,43.602051133502876,25,67.11964303047515,11.764273244289981,7.057944478463699,-0.0766175034127059,25,7,phone
129,112,conventional,request,request,201.14629687249837,54.662890137531924,5,156.17796558379612,32.93054688187248,7.414704994161465,-0.47081867567408475,5,11,window
130,131,non-conventional,request,request,175.07420182945114,51.26533634554624,3,186.21619356982643,55.57982943367083,7.962664420104119,-0.43494304942582657,3,1,car
131,121,conventional,request,request,135.69439787983097,45.715682479068576,16,159.6058470698188,43.51653961558573,6.381852876928831,-0.590273475784986,16,11,window
132,93,conventional,question,question,219.37110425346023,54.771095074050834,3,190.17694336768173,36.93856151396483,10.311138658655418,-0.8109674282889694,3,4,door
133,85,non-conventional,request,request,189.11464517298086,60.10325685890979,13,172.28464296103,52.18046383832353,10.534086616979703,-1.9220491448260508,13,1,car
134,126,non-conventional,request,request,186.31451289972995,51.68959790360962,6,330.1253795810333,67.99827497553558,10.151184052760273,0.14620622709790332,6,5,laptop
135,83,non-conventional,request,request,161.80650218336007,52.90943324580037,15,153.08426519693273,48.438511634337424,8.900841031241635,0.027644377983181107,15,5,laptop
136,71,non-conventional,statement,statement,185.5840703845428,47.49972915712043,11,187.7180226061028,61.19059180506468,9.021040668232638,-1.2417375522770677,11,6,office
137,52,conventional,request,request,193.95523489124082,54.03854287308692,15,206.76348288629384,64.0924324458622,11.279166034000973,-1.9885844682817568,15,3,box
138,52,conventional,request,request,208.9433926366616,49.19884930425444,5,121.93035158340916,25.022031821001306,10.236647217459545,-1.2690938558033324,5,3,box
139,123,non-conventional,request,request,123.74330926664726,45.60519198899199,8,42.231113079922295,7.863221506490744,5.416834146911417,-0.06086855044059655,8,6,office
140,135,non-conventional,request,request,146.63787836791485,40.0898901208845,22,156.79974828512363,44.964268001556995,7.067923448778032,-0.6964689660414412,22,9,soup
141,63,non-conventional,request,request,87.4994939833341,52.590110733193924,18,36.7950903725512,7.789826799752201,10.653892088538912,-0.17667609222558261,18,5,laptop
142,114,conventional,request,request,123.1446593105034,43.73798969961805,8,53.41060357855595,9.365451033392002,5.687842546708886,-0.06578378418650062,8,11,window
143,119,non-conventional,request,request,206.3288795108304,50.075771752677184,3,193.45435342009569,22.40083729212858,11.60128626706828,-0.1857867950387705,3,2,back
144,106,conventional,request,request,166.69744939489397,45.04549599233971,16,418.613059673264,97.44568604367939,5.44332036483422,0.5130581253743249,16,4,door
145,85,conventional,question,question,193.15290416669515,52.56185060229698,2,139.99052522698767,24.43617009061614,10.048581317154943,0.08019476684537973,2,3,box
146,136,non-conventional,request,request,216.46472967152908,49.82320712104009,11,175.49410250496572,47.58108806885804,10.99887765676588,-0.20325250189563948,11,7,phone
147,143,non-conventional,statement,statement,151.37785625471426,47.72544602077337,1,442.2913314358284,78.4336445723937,7.902099488839667,-0.0927363372304599,1,9,soup
148,92,conventional,request,request,218.53459098142577,59.65466270392472,6,359.7355182711308,58.27861934084583,11.220488236217607,-0.24929443195365653,6,8,piano
149,110,conventional,request,request,177.33696021956735,55.853454334252724,2,144.1476162318463,26.131615655162516,10.562662063421378,-0.5275628913659357,2,4,door
150,95,non-conventional,statement,statement,127.02944262585858,58.97028953720069,21,136.75353899490824,21.580813628279977,11.497250450928625,-0.26648133825563175,21,1,car
151,117,conventional,question,question,149.65553075996576,53.44603344749541,1,142.92397579057013,43.64175852233964,9.133571280620277,-0.018405158288977118,1,8,piano
152,79,conventional,question,question,165.65375226162763,48.81955484810629,12,121.18733031586216,29.883057325323037,9.458885671260028,-0.15506563006135918,12,8,piano
153,106,conventional,request,request,221.66051901552484,55.28696121102179,20,100.40034602989891,23.912793391479205,11.934130567409019,-0.3033448948885677,20,10,spanish
154,100,conventional,question,question,137.8346415731332,47.636121731568664,16,184.44457868883273,51.72636132182411,6.551570663212888,-0.06573978769059892,16,3,box
155,80,conventional,request,request,264.98749360695456,63.08911971370534,13,121.30438001555271,34.405217219225484,14.025853382822609,-1.0851724561546006,13,12,temperature
156,150,non-conventional,statement,statement,118.78960268882487,38.442834563481966,22,140.29542314849215,23.805030770199227,5.453909167969072,-0.06447899169454406,22,9,soup
157,89,non-conventional,statement,statement,149.50853786916892,50.640885477235024,1,68.0621344687982,15.779366779055568,8.773309943722879,-0.4507794373778655,1,5,laptop
158,127,non-conventional,request,request,121.33878561816775,43.274459997853356,8,55.25042243811913,7.389707830037698,6.040137570855689,-0.055927422233521616,8,2,back
159,69,non-conventional,request,request,234.60539182802006,50.48322375061283,17,518.0552015169561,85.6344035107548,8.643114120615115,-2.5544713491359117,17,9,soup
160,254,conventional,question,question,136.14460315311067,40.805777348746645,22,121.83260807062493,39.84083170293778,6.777947227819063,-0.32729365621587525,22,8,piano
161,69,non-conventional,statement,statement,96.46221470815695,48.531377407446165,10,58.15300710182977,11.574183190215104,9.58690630668542,-0.3237132195807073,10,1,car
162,88,conventional,request,request,126.02287143809008,49.89083291183748,7,79.17803075032496,18.303370618042187,6.9957817357093806,0.21654462832542035,7,12,temperature
163,158,conventional,question,question,222.0818041779905,55.65364593064233,3,438.9241154450996,72.5808489747249,9.393355685005744,0.5568364332175345,3,10,spanish
164,112,non-conventional,request,request,191.00311712203117,50.39940186911272,20,117.45338009442614,31.65863453348016,11.183145927853353,-0.7969004866098832,20,7,phone
165,103,non-conventional,request,request,183.11968125617452,52.36388143499232,3,379.487902167323,60.41546214969397,9.796926026059396,-0.8835145937973495,3,9,soup
166,100,conventional,question,question,204.40678210663071,58.37716664353815,6,264.81320173587346,38.379103067326696,10.250690463443641,0.08940180860365139,6,4,door
167,141,non-conventional,request,request,103.49629410260565,41.668835312384715,22,47.42908994464905,9.559010879468715,4.127236273745973,0.026279954593789085,22,2,back
168,90,non-conventional,request,request,107.49540038615734,44.02118302326493,25,48.55535274083465,9.982714075288797,6.847762630169408,-0.1858930506902089,25,5,laptop
169,77,non-conventional,statement,statement,93.9341906097674,50.340828805305144,9,38.408337309393175,10.941458381528552,11.35845659088556,-0.32294591427911196,9,1,car
170,81,conventional,request,request,107.60410178099022,49.480915248740416,9,466.8218192809471,69.82939975959955,11.792064451816515,-0.664062754045788,9,4,door
171,152,conventional,request,request,146.9715222637512,42.5273575922922,22,339.7276405753256,73.1003449821042,7.229135255222073,-0.11980924333216303,22,10,spanish
172,105,non-conventional,statement,statement,130.20644425595233,58.14446275674311,4,55.41126872059698,9.525972022372146,8.807125195680339,-0.21176744464415448,4,5,laptop
173,104,conventional,question,question,215.39483814450935,49.87659867510488,5,387.20087409480163,79.83440311911275,8.23603917141902,-0.9157127262799253,5,12,temperature
174,113,non-conventional,statement,statement,137.83012798064365,48.24888290259199,12,88.29384879492162,14.372454419811922,7.808093564457328,0.06272339154703228,12,2,back
175,111,non-conventional,statement,statement,145.93566872208092,46.93701854998144,1,124.41650321612435,28.643028447224065,9.128913055638863,-0.20722049033197013,1,2,back
176,100,non-conventional,statement,statement,106.08324325352274,39.365990010215384,24,49.98663891545668,10.964612715919861,5.9084211688918735,-0.12924004005200765,24,1,car
177,84,conventional,question,question,197.7957906135549,56.653935418177085,6,138.6934342407036,23.863388855762633,10.506221287441967,0.05071102829126646,6,10,spanish
178,99,conventional,request,request,213.21603615930923,58.661358620455715,3,267.8086380421005,39.62117021501211,7.387643876981704,-0.47711356319925347,3,8,piano
179,124,non-conventional,request,request,189.19202907619953,60.89891265769882,14,145.52691836234686,35.619635006405524,8.931187978668904,-0.5326074313282994,14,7,phone
180,94,non-conventional,request,request,126.93157924753713,58.387123963924,21,46.162655076675065,10.41978701493198,13.743632281663636,-0.09555401445614774,21,1,car
181,90,conventional,question,question,101.88706622388393,48.64137979194916,9,52.83867194572822,13.593327943907184,11.745175263315145,0.06250437717631854,9,3,box
182,106,conventional,question,question,136.19097197686267,43.63805438547421,19,120.53555781606538,25.42394407282106,10.666338736131078,-0.2652354239634531,19,3,box
